Time,Datapoint
2013-08-28 1:45:42.720000000000255,69.7674
2013-08-28 1:45:43.579999999999927,66.6667
2013-08-28 1:45:44.479999999999563,65.2174
2013-08-28 1:45:45.399999999999636,64.5161
2013-08-28 1:45:46.329999999999927,64.5161
2013-08-28 1:45:47.260000000000218,65.2174
2013-08-28 1:45:48.180000000000291,64.5161
2013-08-28 1:45:49.109999999999673,63.1579
2013-08-28 1:45:50.0600000000004,61.2245
2013-08-28 1:45:51.039999999999964,61.8557
2013-08-28 1:45:52.010000000000218,61.8557
2013-08-28 1:45:52.979999999999563,63.8298
2013-08-28 1:45:53.920000000000073,61.8557
2013-08-28 1:45:54.890000000000327,60
2013-08-28 1:45:55.890000000000327,57.6923
2013-08-28 1:45:56.930000000000291,60
2013-08-28 1:45:57.930000000000291,58.8235
2013-08-28 1:45:58.949999999999818,58.2524
2013-08-28 1:45:59.979999999999563,56.6038
2013-08-28 1:46:1.0399999999999636,58.8235
2013-08-28 1:46:2.0600000000004002,56.6038
2013-08-28 1:46:3.1199999999998909,54.0541
2013-08-28 1:46:4.2299999999995634,57.6923
2013-08-28 1:46:5.2700000000004366,54.0541
2013-08-28 1:46:6.3800000000001091,58.2524
2013-08-28 1:46:7.4099999999998545,62.5
2013-08-28 1:46:8.3699999999998909,59.4059
2013-08-28 1:46:9.3800000000001091,56.6038
2013-08-28 1:46:10.4399999999996,62.5
2013-08-28 1:46:11.399999999999636,68.1818
2013-08-28 1:46:12.279999999999745,68.1818
2013-08-28 1:46:13.159999999999854,72.2892
2013-08-28 1:46:13.989999999999782,68.1818
2013-08-28 1:46:14.869999999999891,73.1707
2013-08-28 1:46:15.6899999999996,74.0741
2013-08-28 1:46:16.5,75
2013-08-28 1:46:18.069999999999709,77.9221
2013-08-28 1:46:18.840000000000146,76.9231
2013-08-28 1:46:19.619999999999891,75
2013-08-28 1:46:20.420000000000073,74.0741
2013-08-28 1:46:21.229999999999563,71.4286
2013-08-28 1:46:22.069999999999709,69.7674
2013-08-28 1:46:22.930000000000291,65.2174
2013-08-28 1:46:23.850000000000364,65.2174
2013-08-28 1:46:24.770000000000437,67.4157
2013-08-28 1:46:25.659999999999854,66.6667
2013-08-28 1:46:26.5600000000004,65.2174
2013-08-28 1:46:27.479999999999563,65.9341
2013-08-28 1:46:28.390000000000327,66.6667
2013-08-28 1:46:29.289999999999964,63.8298
2013-08-28 1:46:30.229999999999563,66.6667
2013-08-28 1:46:31.130000000000109,65.2174
2013-08-28 1:46:32.050000000000182,66.6667
2013-08-28 1:46:32.949999999999818,65.9341
2013-08-28 1:46:33.859999999999673,61.8557
2013-08-28 1:46:34.829999999999927,61.2245
2013-08-28 1:46:35.8100000000004,59.4059
2013-08-28 1:46:36.819999999999709,62.5
2013-08-28 1:46:37.779999999999745,60.6061
2013-08-28 1:46:38.770000000000437,58.2524
2013-08-28 1:46:39.800000000000182,58.8235
2013-08-28 1:46:40.819999999999709,62.5
2013-08-28 1:46:41.779999999999745,60
2013-08-28 1:46:42.779999999999745,58.8235
2013-08-28 1:46:43.800000000000182,60.6061
2013-08-28 1:46:44.789999999999964,63.8298
2013-08-28 1:46:45.729999999999563,59.4059
2013-08-28 1:46:46.739999999999782,57.6923
2013-08-28 1:46:47.779999999999745,58.2524
2013-08-28 1:46:48.8100000000004,54.5455
2013-08-28 1:46:49.909999999999854,56.6038
2013-08-28 1:46:50.970000000000255,60.6061
2013-08-28 1:46:51.960000000000036,64.5161
2013-08-28 1:46:52.890000000000327,69.7674
2013-08-28 1:46:53.75,69.7674
2013-08-28 1:46:54.609999999999673,70.5882
2013-08-28 1:46:55.460000000000036,73.1707
2013-08-28 1:46:56.279999999999745,70.5882
2013-08-28 1:46:57.130000000000109,72.2892
2013-08-28 1:46:57.960000000000036,75
2013-08-28 1:46:58.760000000000218,75.9494
2013-08-28 1:46:59.550000000000182,74.0741
2013-08-28 1:47:0.35999999999967258,76.9231
2013-08-28 1:47:1.1400000000003274,74.0741
2013-08-28 1:47:1.9499999999998181,74.0741
2013-08-28 1:47:2.7600000000002183,74.0741
2013-08-28 1:47:3.569999999999709,74.0741
2013-08-28 1:47:4.3800000000001091,73.1707
2013-08-28 1:47:5.1999999999998181,74.0741
2013-08-28 1:47:6.0100000000002183,73.1707
2013-08-28 1:47:6.8299999999999272,72.2892
2013-08-28 1:47:7.6599999999998545,70.5882
2013-08-28 1:47:8.5100000000002183,67.4157
2013-08-28 1:47:9.3999999999996362,63.8298
2013-08-28 1:47:10.340000000000146,61.8557
2013-08-28 1:47:11.3100000000004,61.2245
2013-08-28 1:47:12.289999999999964,65.9341
2013-08-28 1:47:13.199999999999818,66.6667
2013-08-28 1:47:14.100000000000364,66.6667
2013-08-28 1:47:15.0,66.6667
2013-08-28 1:47:15.899999999999636,64.5161
2013-08-28 1:47:16.829999999999927,64.5161
2013-08-28 1:47:17.760000000000218,64.5161
2013-08-28 1:47:18.6899999999996,63.8298
2013-08-28 1:47:19.630000000000109,58.2524
2013-08-28 1:47:20.659999999999854,58.8235
2013-08-28 1:47:21.680000000000291,60
2013-08-28 1:47:22.680000000000291,61.2245
2013-08-28 1:47:23.659999999999854,61.2245
2013-08-28 1:47:24.640000000000327,58.2524
2013-08-28 1:47:25.670000000000073,58.8235
2013-08-28 1:47:26.6899999999996,61.8557
2013-08-28 1:47:27.659999999999854,59.4059
2013-08-28 1:47:28.670000000000073,61.2245
2013-08-28 1:47:29.649999999999636,63.1579
2013-08-28 1:47:30.600000000000364,61.2245
2013-08-28 1:47:31.579999999999927,61.8557
2013-08-28 1:47:32.550000000000182,63.1579
2013-08-28 1:47:33.5,63.1579
2013-08-28 1:47:34.449999999999818,58.2524
2013-08-28 1:47:35.479999999999563,59.4059
2013-08-28 1:47:36.489999999999782,63.1579
2013-08-28 1:47:37.4399999999996,65.2174
2013-08-28 1:47:38.359999999999673,67.4157
2013-08-28 1:47:39.25,69.7674
2013-08-28 1:47:40.109999999999673,69.7674
2013-08-28 1:47:40.970000000000255,71.4286
2013-08-28 1:47:41.8100000000004,69.7674
2013-08-28 1:47:42.670000000000073,73.1707
2013-08-28 1:47:43.489999999999782,74.0741
2013-08-28 1:47:44.300000000000182,73.1707
2013-08-28 1:47:45.119999999999891,76.9231
2013-08-28 1:47:45.899999999999636,76.9231
2013-08-28 1:47:46.680000000000291,75.9494
2013-08-28 1:47:47.470000000000255,75
2013-08-28 1:47:48.270000000000437,73.1707
2013-08-28 1:47:49.090000000000146,71.4286
2013-08-28 1:47:49.930000000000291,68.1818
2013-08-28 1:47:50.8100000000004,68.1818
2013-08-28 1:47:51.6899999999996,67.4157
2013-08-28 1:47:52.579999999999927,65.9341
2013-08-28 1:47:53.489999999999782,66.6667
2013-08-28 1:47:54.390000000000327,63.1579
2013-08-28 1:47:55.340000000000146,64.5161
2013-08-28 1:47:56.270000000000437,65.2174
2013-08-28 1:47:57.1899999999996,64.5161
2013-08-28 1:47:58.119999999999891,64.5161
2013-08-28 1:47:59.050000000000182,63.8298
2013-08-28 1:47:59.989999999999782,65.2174
2013-08-28 1:48:0.90999999999985448,63.8298
2013-08-28 1:48:1.8500000000003638,65.2174
2013-08-28 1:48:2.7700000000004366,63.1579
2013-08-28 1:48:3.7200000000002547,61.8557
2013-08-28 1:48:4.6899999999995998,63.8298
2013-08-28 1:48:5.6300000000001091,64.5161
2013-08-28 1:48:6.5600000000004002,60
2013-08-28 1:48:7.5600000000004002,60.6061
2013-08-28 1:48:8.5500000000001819,62.5
2013-08-28 1:48:9.5100000000002183,63.8298
2013-08-28 1:48:10.449999999999818,60.6061
2013-08-28 1:48:11.4399999999996,60
2013-08-28 1:48:12.4399999999996,62.5
2013-08-28 1:48:13.399999999999636,62.5
2013-08-28 1:48:14.359999999999673,60.6061
2013-08-28 1:48:15.350000000000364,60.6061
2013-08-28 1:48:16.340000000000146,60.6061
2013-08-28 1:48:17.329999999999927,58.2524
2013-08-28 1:48:18.359999999999673,59.4059
2013-08-28 1:48:19.369999999999891,61.2245
2013-08-28 1:48:20.350000000000364,60
2013-08-28 1:48:21.350000000000364,57.1429
2013-08-28 1:48:22.399999999999636,60
2013-08-28 1:48:23.399999999999636,58.2524
2013-08-28 1:48:24.430000000000291,58.2524
2013-08-28 1:48:25.460000000000036,61.8557
2013-08-28 1:48:26.430000000000291,59.4059
2013-08-28 1:48:27.4399999999996,62.5
2013-08-28 1:48:28.399999999999636,68.9655
2013-08-28 1:48:29.270000000000437,68.1818
2013-08-28 1:48:30.149999999999636,71.4286
2013-08-28 1:48:30.989999999999782,72.2892
2013-08-28 1:48:31.819999999999709,75
2013-08-28 1:48:32.619999999999891,74.0741
2013-08-28 1:48:34.949999999999818,77.9221
2013-08-28 1:48:35.720000000000255,80
2013-08-28 1:48:36.470000000000255,78.9474
2013-08-28 1:48:37.229999999999563,76.9231
2013-08-28 1:48:38.010000000000218,74.0741
2013-08-28 1:48:38.819999999999709,73.1707
2013-08-28 1:48:39.640000000000327,71.4286
2013-08-28 1:48:40.479999999999563,70.5882
2013-08-28 1:48:41.329999999999927,71.4286
2013-08-28 1:48:42.170000000000073,71.4286
2013-08-28 1:48:43.010000000000218,71.4286
2013-08-28 1:48:43.850000000000364,70.5882
2013-08-28 1:48:44.699999999999818,69.7674
2013-08-28 1:48:45.5600000000004,70.5882
2013-08-28 1:48:46.409999999999854,69.7674
2013-08-28 1:48:47.270000000000437,68.9655
2013-08-28 1:48:48.140000000000327,66.6667
2013-08-28 1:48:49.039999999999964,65.2174
2013-08-28 1:48:49.960000000000036,64.5161
2013-08-28 1:48:50.890000000000327,62.5
2013-08-28 1:48:51.850000000000364,59.4059
2013-08-28 1:48:52.859999999999673,60.6061
2013-08-28 1:48:53.850000000000364,60.6061
2013-08-28 1:48:54.840000000000146,61.8557
2013-08-28 1:48:55.8100000000004,61.2245
2013-08-28 1:48:56.789999999999964,61.8557
2013-08-28 1:48:57.760000000000218,60.6061
2013-08-28 1:48:58.75,61.2245
2013-08-28 1:48:59.729999999999563,60
2013-08-28 1:49:0.72999999999956344,60
2013-08-28 1:49:1.7299999999995634,61.8557
2013-08-28 1:49:2.6999999999998181,60.6061
2013-08-28 1:49:3.6899999999995998,59.4059
2013-08-28 1:49:4.6999999999998181,57.1429
2013-08-28 1:49:5.75,55.5556
2013-08-28 1:49:6.8299999999999272,57.6923
2013-08-28 1:49:7.8699999999998909,60.6061
2013-08-28 1:49:8.8599999999996726,59.4059
2013-08-28 1:49:9.8699999999998909,58.8235
2013-08-28 1:49:10.890000000000327,60.6061
2013-08-28 1:49:11.880000000000109,56.0748
2013-08-28 1:49:12.949999999999818,58.8235
2013-08-28 1:49:13.970000000000255,66.6667
2013-08-28 1:49:14.869999999999891,67.4157
2013-08-28 1:49:15.760000000000218,68.9655
2013-08-28 1:49:16.630000000000109,73.1707
2013-08-28 1:49:17.449999999999818,71.4286
2013-08-28 1:49:18.289999999999964,74.0741
2013-08-28 1:49:19.100000000000364,75
2013-08-28 1:49:20.670000000000073,75.9494
2013-08-28 1:49:21.460000000000036,78.9474
2013-08-28 1:49:22.220000000000255,77.9221
2013-08-28 1:49:22.989999999999782,76.9231
2013-08-28 1:49:23.770000000000437,73.1707
2013-08-28 1:49:24.590000000000146,72.2892
2013-08-28 1:49:25.420000000000073,70.5882
2013-08-28 1:49:26.270000000000437,68.9655
2013-08-28 1:49:27.140000000000327,68.9655
2013-08-28 1:49:28.010000000000218,65.2174
2013-08-28 1:49:28.930000000000291,64.5161
2013-08-28 1:49:29.859999999999673,65.2174
2013-08-28 1:49:30.779999999999745,65.9341
2013-08-28 1:49:31.6899999999996,66.6667
2013-08-28 1:49:32.590000000000146,63.8298
2013-08-28 1:49:33.529999999999745,63.8298
2013-08-28 1:49:34.470000000000255,63.1579
2013-08-28 1:49:35.420000000000073,62.5
2013-08-28 1:49:36.380000000000109,62.5
2013-08-28 1:49:37.340000000000146,61.2245
2013-08-28 1:49:38.319999999999709,63.8298
2013-08-28 1:49:39.260000000000218,61.2245
2013-08-28 1:49:40.239999999999782,63.1579
2013-08-28 1:49:41.1899999999996,61.8557
2013-08-28 1:49:42.159999999999854,60
2013-08-28 1:49:43.159999999999854,61.8557
2013-08-28 1:49:44.130000000000109,62.5
2013-08-28 1:49:45.090000000000146,61.2245
2013-08-28 1:49:46.069999999999709,60
2013-08-28 1:49:47.069999999999709,59.4059
2013-08-28 1:49:48.079999999999927,60.6061
2013-08-28 1:49:49.069999999999709,60.6061
2013-08-28 1:49:50.0600000000004,58.8235
2013-08-28 1:49:51.079999999999927,52.6316
2013-08-28 1:49:52.220000000000255,55.0459
2013-08-28 1:49:53.3100000000004,57.6923
2013-08-28 1:49:54.350000000000364,60.6061
2013-08-28 1:49:55.340000000000146,60
2013-08-28 1:49:56.340000000000146,62.5
2013-08-28 1:49:57.300000000000182,68.9655
2013-08-28 1:49:58.170000000000073,71.4286
2013-08-28 1:50:3.0200000000004366,77.9221
2013-08-28 1:50:3.7899999999999636,76.9231
2013-08-28 1:50:4.569999999999709,77.9221
2013-08-28 1:50:5.3400000000001455,78.9474
2013-08-28 1:50:6.1000000000003638,78.9474
2013-08-28 1:50:6.8599999999996726,77.9221
2013-08-28 1:50:7.6300000000001091,75
2013-08-28 1:50:8.430000000000291,74.0741
2013-08-28 1:50:9.2399999999997817,75
2013-08-28 1:50:10.039999999999964,71.4286
2013-08-28 1:50:10.880000000000109,69.7674
2013-08-28 1:50:11.739999999999782,69.7674
2013-08-28 1:50:12.600000000000364,65.9341
2013-08-28 1:50:13.510000000000218,64.5161
2013-08-28 1:50:14.4399999999996,65.2174
2013-08-28 1:50:15.359999999999673,63.1579
2013-08-28 1:50:16.3100000000004,62.5
2013-08-28 1:50:17.270000000000437,61.8557
2013-08-28 1:50:18.239999999999782,61.8557
2013-08-28 1:50:19.210000000000036,61.2245
2013-08-28 1:50:20.1899999999996,61.2245
2013-08-28 1:50:21.170000000000073,58.8235
2013-08-28 1:50:22.1899999999996,58.2524
2013-08-28 1:50:23.220000000000255,61.8557
2013-08-28 1:50:24.1899999999996,61.2245
2013-08-28 1:50:25.170000000000073,61.2245
2013-08-28 1:50:26.149999999999636,59.4059
2013-08-28 1:50:27.159999999999854,58.8235
2013-08-28 1:50:28.180000000000291,56.6038
2013-08-28 1:50:29.239999999999782,57.6923
2013-08-28 1:50:30.279999999999745,58.2524
2013-08-28 1:50:31.3100000000004,55.5556
2013-08-28 1:50:32.390000000000327,56.0748
2013-08-28 1:50:33.460000000000036,56.6038
2013-08-28 1:50:34.520000000000437,58.8235
2013-08-28 1:50:35.539999999999964,61.2245
2013-08-28 1:50:36.520000000000437,63.1579
2013-08-28 1:50:37.470000000000255,65.9341
2013-08-28 1:50:38.380000000000109,68.1818
2013-08-28 1:50:39.260000000000218,68.9655
2013-08-28 1:50:40.130000000000109,68.9655
2013-08-28 1:50:41.0,72.2892
2013-08-28 1:50:41.829999999999927,71.4286
2013-08-28 1:50:42.670000000000073,74.0741
2013-08-28 1:50:43.479999999999563,74.0741
2013-08-28 1:50:44.289999999999964,75
2013-08-28 1:50:45.090000000000146,75
2013-08-28 1:50:45.890000000000327,75.9494
2013-08-28 1:50:46.680000000000291,75
2013-08-28 1:50:47.479999999999563,73.1707
2013-08-28 1:50:48.300000000000182,72.2892
2013-08-28 1:50:49.130000000000109,70.5882
2013-08-28 1:50:49.979999999999563,70.5882
2013-08-28 1:50:50.829999999999927,70.5882
2013-08-28 1:50:51.680000000000291,69.7674
2013-08-28 1:50:52.539999999999964,68.9655
2013-08-28 1:50:53.409999999999854,68.1818
2013-08-28 1:50:54.289999999999964,68.9655
2013-08-28 1:50:55.159999999999854,68.9655
2013-08-28 1:50:56.029999999999745,66.6667
2013-08-28 1:50:56.930000000000291,68.9655
2013-08-28 1:50:57.800000000000182,69.7674
2013-08-28 1:50:58.659999999999854,68.9655
2013-08-28 1:50:59.529999999999745,71.4286
2013-08-28 1:51:0.36999999999989086,69.7674
2013-08-28 1:51:1.2299999999995634,68.9655
2013-08-28 1:51:2.1000000000003638,66.6667
2013-08-28 1:51:3.0,65.9341
2013-08-28 1:51:3.9099999999998545,63.8298
2013-08-28 1:51:4.8500000000003638,62.5
2013-08-28 1:51:5.8100000000004002,60.6061
2013-08-28 1:51:6.8000000000001819,61.8557
2013-08-28 1:51:7.7700000000004366,63.8298
2013-08-28 1:51:8.7100000000000364,63.8298
2013-08-28 1:51:9.6499999999996362,63.1579
2013-08-28 1:51:10.600000000000364,61.8557
2013-08-28 1:51:11.569999999999709,59.4059
2013-08-28 1:51:12.579999999999927,58.8235
2013-08-28 1:51:13.600000000000364,61.8557
2013-08-28 1:51:14.569999999999709,57.6923
2013-08-28 1:51:15.609999999999673,57.1429
2013-08-28 1:51:16.659999999999854,60.6061
2013-08-28 1:51:17.649999999999636,61.2245
2013-08-28 1:51:18.630000000000109,62.5
2013-08-28 1:51:19.590000000000146,67.4157
2013-08-28 1:51:20.479999999999563,65.9341
2013-08-28 1:51:21.390000000000327,67.4157
2013-08-28 1:51:22.279999999999745,69.7674
2013-08-28 1:51:23.140000000000327,68.9655
2013-08-28 1:51:24.010000000000218,71.4286
2013-08-28 1:51:24.850000000000364,71.4286
2013-08-28 1:51:25.6899999999996,75
2013-08-28 1:51:26.489999999999782,75.9494
2013-08-28 1:51:27.279999999999745,75
2013-08-28 1:51:28.079999999999927,75
2013-08-28 1:51:28.880000000000109,74.0741
2013-08-28 1:51:29.6899999999996,73.1707
2013-08-28 1:51:30.510000000000218,71.4286
2013-08-28 1:51:31.350000000000364,70.5882
2013-08-28 1:51:32.199999999999818,68.1818
2013-08-28 1:51:33.079999999999927,67.4157
2013-08-28 1:51:33.970000000000255,63.1579
2013-08-28 1:51:34.920000000000073,61.8557
2013-08-28 1:51:35.890000000000327,61.8557
2013-08-28 1:51:36.859999999999673,61.2245
2013-08-28 1:51:37.840000000000146,65.9341
2013-08-28 1:51:38.75,65.9341
2013-08-28 1:51:39.659999999999854,66.6667
2013-08-28 1:51:40.5600000000004,64.5161
2013-08-28 1:51:41.489999999999782,66.6667
2013-08-28 1:51:42.390000000000327,65.9341
2013-08-28 1:51:43.300000000000182,63.8298
2013-08-28 1:51:44.239999999999782,61.2245
2013-08-28 1:51:45.220000000000255,60.6061
2013-08-28 1:51:46.210000000000036,62.5
2013-08-28 1:51:47.170000000000073,64.5161
2013-08-28 1:51:48.100000000000364,63.1579
2013-08-28 1:51:49.050000000000182,64.5161
2013-08-28 1:51:49.979999999999563,62.5
2013-08-28 1:51:50.9399999999996,63.1579
2013-08-28 1:51:51.890000000000327,61.2245
2013-08-28 1:51:52.869999999999891,61.2245
2013-08-28 1:51:53.850000000000364,61.2245
2013-08-28 1:51:54.829999999999927,61.2245
2013-08-28 1:51:55.8100000000004,60.6061
2013-08-28 1:51:56.800000000000182,63.1579
2013-08-28 1:51:57.75,61.8557
2013-08-28 1:51:58.720000000000255,63.1579
2013-08-28 1:51:59.670000000000073,68.1818
2013-08-28 1:52:0.5500000000001819,66.6667
2013-08-28 1:52:1.4499999999998181,68.9655
2013-08-28 1:52:2.319999999999709,68.1818
2013-08-28 1:52:3.1999999999998181,69.7674
2013-08-28 1:52:4.0600000000004002,71.4286
2013-08-28 1:52:4.8999999999996362,68.9655
2013-08-28 1:52:5.7700000000004366,73.1707
2013-08-28 1:52:6.5900000000001455,75
2013-08-28 1:52:7.3900000000003274,73.1707
2013-08-28 1:52:8.2100000000000364,73.1707
2013-08-28 1:52:9.0299999999997453,72.2892
2013-08-28 1:52:9.8599999999996726,71.4286
2013-08-28 1:52:10.699999999999818,71.4286
2013-08-28 1:52:11.539999999999964,70.5882
2013-08-28 1:52:12.390000000000327,68.9655
2013-08-28 1:52:13.260000000000218,68.1818
2013-08-28 1:52:14.140000000000327,67.4157
2013-08-28 1:52:15.029999999999745,65.2174
2013-08-28 1:52:15.949999999999818,66.6667
2013-08-28 1:52:16.850000000000364,63.8298
2013-08-28 1:52:17.789999999999964,65.2174
2013-08-28 1:52:18.710000000000036,64.5161
2013-08-28 1:52:19.640000000000327,63.8298
2013-08-28 1:52:20.579999999999927,61.8557
2013-08-28 1:52:21.550000000000182,61.8557
2013-08-28 1:52:22.520000000000437,59.4059
2013-08-28 1:52:23.529999999999745,63.8298
2013-08-28 1:52:24.470000000000255,61.2245
2013-08-28 1:52:25.449999999999818,62.5
2013-08-28 1:52:26.409999999999854,61.8557
2013-08-28 1:52:27.380000000000109,63.8298
2013-08-28 1:52:28.319999999999709,62.5
2013-08-28 1:52:29.279999999999745,58.8235
2013-08-28 1:52:30.300000000000182,61.2245
2013-08-28 1:52:31.279999999999745,57.1429
2013-08-28 1:52:32.329999999999927,58.8235
2013-08-28 1:52:33.350000000000364,60.6061
2013-08-28 1:52:34.340000000000146,53.0973
2013-08-28 1:52:35.470000000000255,53.0973
2013-08-28 1:52:36.600000000000364,58.2524
2013-08-28 1:52:37.630000000000109,58.8235
2013-08-28 1:52:40.449999999999818,70.5882
2013-08-28 1:52:41.300000000000182,72.2892
2013-08-28 1:52:42.130000000000109,72.2892
2013-08-28 1:52:42.960000000000036,74.0741
2013-08-28 1:52:43.770000000000437,73.1707
2013-08-28 1:52:44.590000000000146,75
2013-08-28 1:52:45.390000000000327,77.9221
2013-08-28 1:52:46.159999999999854,76.9231
2013-08-28 1:52:46.9399999999996,75.9494
2013-08-28 1:52:47.729999999999563,75.9494
2013-08-28 1:52:48.520000000000437,75
2013-08-28 1:52:49.319999999999709,73.1707
2013-08-28 1:52:50.140000000000327,71.4286
2013-08-28 1:52:50.979999999999563,68.9655
2013-08-28 1:52:51.850000000000364,68.1818
2013-08-28 1:52:52.729999999999563,67.4157
2013-08-28 1:52:53.619999999999891,67.4157
2013-08-28 1:52:54.510000000000218,66.6667
2013-08-28 1:52:55.409999999999854,65.2174
2013-08-28 1:52:56.329999999999927,64.5161
2013-08-28 1:52:57.260000000000218,63.1579
2013-08-28 1:52:58.210000000000036,63.1579
2013-08-28 1:52:59.159999999999854,63.1579
2013-08-28 1:53:0.10999999999967258,63.1579
2013-08-28 1:53:1.0600000000004002,65.9341
2013-08-28 1:53:1.9700000000002547,65.2174
2013-08-28 1:53:2.8900000000003274,65.9341
2013-08-28 1:53:3.8000000000001819,65.9341
2013-08-28 1:53:4.7100000000000364,65.2174
2013-08-28 1:53:5.6300000000001091,63.8298
2013-08-28 1:53:6.569999999999709,61.2245
2013-08-28 1:53:7.5500000000001819,60
2013-08-28 1:53:8.5500000000001819,59.4059
2013-08-28 1:53:9.5600000000004002,60
2013-08-28 1:53:10.5600000000004,59.4059
2013-08-28 1:53:11.569999999999709,59.4059
2013-08-28 1:53:12.579999999999927,53.5714
2013-08-28 1:53:13.699999999999818,53.5714
2013-08-28 1:53:14.819999999999709,57.6923
2013-08-28 1:53:15.859999999999673,58.2524
2013-08-28 1:53:16.890000000000327,61.8557
2013-08-28 1:53:17.859999999999673,61.8557
2013-08-28 1:53:18.829999999999927,60.6061
2013-08-28 1:53:19.819999999999709,61.2245
2013-08-28 1:53:20.800000000000182,62.5
2013-08-28 1:53:21.760000000000218,57.1429
2013-08-28 1:53:22.8100000000004,60.6061
2013-08-28 1:53:23.800000000000182,68.9655
2013-08-28 1:53:24.670000000000073,68.1818
2013-08-28 1:53:25.550000000000182,71.4286
2013-08-28 1:53:26.390000000000327,72.2892
2013-08-28 1:53:27.220000000000255,72.2892
2013-08-28 1:53:28.050000000000182,74.0741
2013-08-28 1:53:28.859999999999673,75.9494
2013-08-28 1:53:29.649999999999636,75.9494
2013-08-28 1:53:30.4399999999996,77.9221
2013-08-28 1:53:31.210000000000036,77.9221
2013-08-28 1:53:31.979999999999563,75.9494
2013-08-28 1:53:32.770000000000437,76.9231
2013-08-28 1:53:33.550000000000182,76.9231
2013-08-28 1:53:34.329999999999927,75.9494
2013-08-28 1:53:35.119999999999891,70.5882
2013-08-28 1:53:35.970000000000255,70.5882
2013-08-28 1:53:36.819999999999709,68.9655
2013-08-28 1:53:37.6899999999996,67.4157
2013-08-28 1:53:38.579999999999927,65.2174
2013-08-28 1:53:39.5,63.8298
2013-08-28 1:53:40.4399999999996,63.8298
2013-08-28 1:53:41.380000000000109,63.8298
2013-08-28 1:53:42.319999999999709,66.6667
2013-08-28 1:53:43.220000000000255,65.9341
2013-08-28 1:53:44.130000000000109,65.2174
2013-08-28 1:53:45.050000000000182,64.5161
2013-08-28 1:53:45.979999999999563,65.9341
2013-08-28 1:53:46.890000000000327,65.9341
2013-08-28 1:53:47.800000000000182,62.5
2013-08-28 1:53:48.760000000000218,65.2174
2013-08-28 1:53:49.680000000000291,64.5161
2013-08-28 1:53:50.609999999999673,63.8298
2013-08-28 1:53:51.550000000000182,60
2013-08-28 1:53:52.550000000000182,60.6061
2013-08-28 1:53:53.539999999999964,59.4059
2013-08-28 1:53:54.550000000000182,59.4059
2013-08-28 1:53:55.5600000000004,60.6061
2013-08-28 1:53:56.550000000000182,61.2245
2013-08-28 1:53:57.529999999999745,60.6061
2013-08-28 1:53:58.520000000000437,60.6061
2013-08-28 1:53:59.510000000000218,54.0541
2013-08-28 1:54:0.61999999999989086,55.0459
2013-08-28 1:54:1.7100000000000364,57.1429
2013-08-28 1:54:2.7600000000002183,58.8235
2013-08-28 1:54:3.7799999999997453,57.6923
2013-08-28 1:54:4.819999999999709,59.4059
2013-08-28 1:54:5.8299999999999272,58.2524
2013-08-28 1:54:6.8599999999996726,59.4059
2013-08-28 1:54:7.8699999999998909,61.2245
2013-08-28 1:54:8.8500000000003638,65.2174
2013-08-28 1:54:9.7700000000004366,68.9655
2013-08-28 1:54:10.640000000000327,68.9655
2013-08-28 1:54:11.510000000000218,71.4286
2013-08-28 1:54:12.350000000000364,71.4286
2013-08-28 1:54:13.1899999999996,73.1707
2013-08-28 1:54:14.010000000000218,75
2013-08-28 1:54:14.8100000000004,74.0741
2013-08-28 1:54:16.390000000000327,77.9221
2013-08-28 1:54:17.159999999999854,76.9231
2013-08-28 1:54:17.9399999999996,76.9231
2013-08-28 1:54:18.720000000000255,75
2013-08-28 1:54:19.520000000000437,72.2892
2013-08-28 1:54:20.350000000000364,71.4286
2013-08-28 1:54:21.1899999999996,68.9655
2013-08-28 1:54:22.0600000000004,65.9341
2013-08-28 1:54:22.970000000000255,65.2174
2013-08-28 1:54:23.890000000000327,63.1579
2013-08-28 1:54:24.840000000000146,61.8557
2013-08-28 1:54:25.8100000000004,63.1579
2013-08-28 1:54:26.760000000000218,67.4157
2013-08-28 1:54:27.649999999999636,68.1818
2013-08-28 1:54:28.529999999999745,69.7674
2013-08-28 1:54:29.390000000000327,68.9655
2013-08-28 1:54:30.260000000000218,68.1818
2013-08-28 1:54:31.140000000000327,69.7674
2013-08-28 1:54:32.0,64.5161
2013-08-28 1:54:32.930000000000291,63.8298
2013-08-28 1:54:33.869999999999891,61.2245
2013-08-28 1:54:34.850000000000364,58.2524
2013-08-28 1:54:35.880000000000109,58.2524
2013-08-28 1:54:36.909999999999854,59.4059
2013-08-28 1:54:37.920000000000073,60
2013-08-28 1:54:38.920000000000073,58.8235
2013-08-28 1:54:39.9399999999996,61.8557
2013-08-28 1:54:40.909999999999854,63.1579
2013-08-28 1:54:41.859999999999673,62.5
2013-08-28 1:54:42.819999999999709,62.5
2013-08-28 1:54:43.779999999999745,63.8298
2013-08-28 1:54:44.720000000000255,61.8557
2013-08-28 1:54:45.6899999999996,57.6923
2013-08-28 1:54:46.729999999999563,60
2013-08-28 1:54:47.729999999999563,55.5556
2013-08-28 1:54:48.8100000000004,56.6038
2013-08-28 1:54:49.869999999999891,61.2245
2013-08-28 1:54:50.850000000000364,63.1579
2013-08-28 1:54:51.800000000000182,65.2174
2013-08-28 1:54:52.720000000000255,69.7674
